DATE,CSUSHPISA
1994-08-01,79.781
1994-09-01,79.919
1994-10-01,80.065
1994-11-01,80.15
1994-12-01,80.297
1995-01-01,80.42699999999999
1995-02-01,80.528
1995-03-01,80.59899999999999
1995-04-01,80.661
1995-05-01,80.704
1995-06-01,80.78399999999999
1995-07-01,80.937
1995-08-01,81.11
1995-09-01,81.307
1995-10-01,81.482
1995-11-01,81.619
1995-12-01,81.737
1996-01-01,81.834
1996-02-01,81.954
1996-03-01,82.194
1996-04-01,82.421
1996-05-01,82.61
1996-06-01,82.75200000000001
1996-07-01,82.929
1996-08-01,83.086
1996-09-01,83.256
1996-10-01,83.37700000000001
1996-11-01,83.552
1996-12-01,83.721
1997-01-01,83.955
1997-02-01,84.181
1997-03-01,84.45200000000001
1997-04-01,84.62299999999999
1997-05-01,84.86200000000001
1997-06-01,85.08
1997-07-01,85.33200000000001
1997-08-01,85.573
1997-09-01,85.851
1997-10-01,86.147
1997-11-01,86.633
1997-12-01,87.09299999999999
1998-01-01,87.615
1998-02-01,88.00299999999999
1998-03-01,88.44200000000001
1998-04-01,88.87899999999999
1998-05-01,89.36399999999999
1998-06-01,89.845
1998-07-01,90.31
1998-08-01,90.786
1998-09-01,91.259
1998-10-01,91.71700000000001
1998-11-01,92.2
1998-12-01,92.712
1999-01-01,93.208
1999-02-01,93.67200000000001
1999-03-01,94.21799999999999
1999-04-01,94.785
1999-05-01,95.344
1999-06-01,95.97399999999999
1999-07-01,96.59200000000001
1999-08-01,97.219
1999-09-01,97.86200000000001
1999-10-01,98.523
1999-11-01,99.154
1999-12-01,99.844
2000-01-01,100.552
2000-02-01,101.339
2000-03-01,102.12700000000001
2000-04-01,102.92200000000001
2000-05-01,103.678
2000-06-01,104.42399999999999
2000-07-01,105.054
2000-08-01,105.76799999999999
2000-09-01,106.538
2000-10-01,107.383
2000-11-01,108.302
2000-12-01,109.14
2001-01-01,109.846
2001-02-01,110.501
2001-03-01,111.109
2001-04-01,111.652
2001-05-01,112.164
2001-06-01,112.796
2001-07-01,113.491
2001-08-01,114.16799999999999
2001-09-01,114.81200000000001
2001-10-01,115.31
2001-11-01,115.85700000000001
2001-12-01,116.455
2002-01-01,117.14399999999999
2002-02-01,117.844
2002-03-01,118.68700000000001
2002-04-01,119.61
2002-05-01,120.72399999999999
2002-06-01,121.81299999999999
2002-07-01,122.88799999999999
2002-08-01,123.83
2002-09-01,124.78
2002-10-01,125.734
2002-11-01,126.669
2002-12-01,127.62299999999999
2003-01-01,128.461
2003-02-01,129.356
2003-03-01,130.148
2003-04-01,130.884
2003-05-01,131.734
2003-06-01,132.649
2003-07-01,133.77700000000002
2003-08-01,134.968
2003-09-01,136.29399999999998
2003-10-01,137.532
2003-11-01,138.79399999999998
2003-12-01,140.18
2004-01-01,141.64700000000002
2004-02-01,143.192
2004-03-01,145.059
2004-04-01,146.593
2004-05-01,148.185
2004-06-01,149.85
2004-07-01,151.33700000000002
2004-08-01,152.63299999999998
2004-09-01,154.178
2004-10-01,155.75
2004-11-01,157.52700000000002
2004-12-01,159.329
2005-01-01,161.287
2005-02-01,163.343
2005-03-01,165.812
2005-04-01,167.50099999999998
2005-05-01,169.35
2005-06-01,171.19
2005-07-01,172.86
2005-08-01,174.44299999999998
2005-09-01,176.437
2005-10-01,178.02700000000002
2005-11-01,179.68
2005-12-01,180.90900000000002
2006-01-01,182.32
2006-02-01,183.287
2006-03-01,184.364
2006-04-01,184.329
2006-05-01,184.15599999999998
2006-06-01,183.507
2006-07-01,183.06599999999997
2006-08-01,182.59400000000002
2006-09-01,182.797
2006-10-01,183.19799999999998
2006-11-01,183.608
2006-12-01,184.138
2007-01-01,184.517
2007-02-01,184.59799999999998
2007-03-01,184.15
2007-04-01,183.01
2007-05-01,181.6
2007-06-01,180.253
2007-07-01,179.11
2007-08-01,178.11599999999999
2007-09-01,177.55700000000002
2007-10-01,176.623
2007-11-01,175.146
2007-12-01,174.34099999999998
2008-01-01,173.13099999999997
2008-02-01,171.54
2008-03-01,170.051
2008-04-01,168.33599999999998
2008-05-01,166.658
2008-06-01,165.016
2008-07-01,163.565
2008-08-01,161.987
2008-09-01,160.30700000000002
2008-10-01,158.326
2008-11-01,156.141
2008-12-01,153.618
2009-01-01,151.506
2009-02-01,150.014
2009-03-01,148.659
2009-04-01,147.94799999999998
2009-05-01,147.69299999999998
2009-06-01,148.089
2009-07-01,148.408
2009-08-01,148.27700000000002
2009-09-01,148.024
2009-10-01,147.849
2009-11-01,148.135
2009-12-01,147.929
2010-01-01,147.39600000000002
2010-02-01,145.632
2010-03-01,145.858
2010-04-01,146.403
2010-05-01,146.394
2010-06-01,145.72
2010-07-01,144.99
2010-08-01,143.914
2010-09-01,143.018
2010-10-01,142.528
2010-11-01,142.16899999999998
2010-12-01,142.056
2011-01-01,141.518
2011-02-01,140.346
2011-03-01,139.977
2011-04-01,140.00799999999998
2011-05-01,139.904
2011-06-01,139.861
2011-07-01,139.73
2011-08-01,139.308
2011-09-01,138.668
2011-10-01,137.951
2011-11-01,137.151
2011-12-01,136.673
2012-01-01,136.607
2012-02-01,136.532
2012-03-01,137.903
2012-04-01,139.154
2012-05-01,140.155
2012-06-01,141.03
2012-07-01,141.67
2012-08-01,142.28
2012-09-01,142.907
2012-10-01,143.599
2012-11-01,144.583
2012-12-01,145.5
2013-01-01,146.82399999999998
2013-02-01,147.781
2013-03-01,149.96
2013-04-01,151.516
2013-05-01,152.84799999999998
2013-06-01,154.2
2013-07-01,155.605
2013-08-01,156.963
2013-09-01,158.224
2013-10-01,159.24
2013-11-01,160.07299999999998
2013-12-01,160.993
2014-01-01,161.924
2014-02-01,162.523
2014-03-01,163.083
2014-04-01,163.39
2014-05-01,163.657
2014-06-01,164.06400000000002
2014-07-01,164.585
2014-08-01,165.213
2014-09-01,165.903
2014-10-01,166.64
2014-11-01,167.332
2014-12-01,168.049
2015-01-01,168.62900000000002
2015-02-01,169.125
2015-03-01,169.796
2015-04-01,170.294
2015-05-01,170.877
2015-06-01,171.47400000000002
2015-07-01,172.14700000000002
2015-08-01,172.933
2015-09-01,173.826
2015-10-01,174.78900000000002
2015-11-01,175.735
2015-12-01,176.54
2016-01-01,177.265
2016-02-01,177.643
2016-03-01,178.15900000000002
2016-04-01,178.76
2016-05-01,179.423
2016-06-01,180.08700000000002
2016-07-01,180.85
2016-08-01,181.843
2016-09-01,182.81799999999998
2016-10-01,183.74599999999998
2016-11-01,184.75400000000002
2016-12-01,185.717
2017-01-01,186.793
2017-02-01,187.308
2017-03-01,187.988
2017-04-01,188.72
2017-05-01,189.611
2017-06-01,190.516
2017-07-01,191.47099999999998
2017-08-01,192.65599999999998
2017-09-01,193.75400000000002
2017-10-01,194.801
2017-11-01,195.946
2017-12-01,197.16
2018-01-01,198.292
2018-02-01,199.21599999999998
2018-03-01,199.96099999999998
2018-04-01,200.662
2018-05-01,201.426
2018-06-01,202.24099999999999
2018-07-01,202.93099999999998
2018-08-01,203.679
2018-09-01,204.343
2018-10-01,205.106
2018-11-01,205.665
2018-12-01,206.143
2019-01-01,206.479
2019-02-01,206.851
2019-03-01,207.075
2019-04-01,207.52599999999998
2019-05-01,208.15400000000002
2019-06-01,208.657
2019-07-01,209.28400000000002
2019-08-01,210.085
2019-09-01,210.894
2019-10-01,211.78799999999998
2019-11-01,212.801
2019-12-01,213.94099999999997
2020-01-01,214.868
2020-02-01,215.878
2020-03-01,216.429
2020-04-01,216.822
2020-05-01,216.995
2020-06-01,217.601
2020-07-01,219.343
2020-08-01,222.38099999999997
2020-09-01,225.817
2020-10-01,229.748
2020-11-01,233.282
2020-12-01,236.549
2021-01-01,239.322
2021-02-01,242.408
2021-03-01,245.51
2021-04-01,249.067
2021-05-01,253.417
2021-06-01,258.30400000000003
2021-07-01,262.723
2021-08-01,266.814
2021-09-01,270.32599999999996
2021-10-01,273.718
2021-11-01,277.38
2021-12-01,281.494
2022-01-01,285.536
2022-02-01,291.214
2022-03-01,296.493
2022-04-01,300.532
2022-05-01,303.737
2022-06-01,304.603
2022-07-01,303.723
2022-08-01,301.41700000000003
2022-09-01,299.27099999999996
2022-10-01,298.876
2022-11-01,298.538
2022-12-01,297.666
2023-01-01,296.58299999999997
2023-02-01,297.632
2023-03-01,298.73900000000003
2023-04-01,300.20099999999996
2023-05-01,302.496
2023-06-01,304.467
2023-07-01,306.643
2023-08-01,309.236
2023-09-01,311.195
2023-10-01,312.882
2023-11-01,313.64799999999997
2023-12-01,314.259
